DB3B9CF2-1C9F-414B-9083-F49FCE7CA6E5	[Заявление на АСП]->[Процессы]->[Удалить доход]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {          var app = context.Get<Doc>("Applicatio	A50B1AB6-B5A4-4B9B-917A-DCABB5EB53AF	1	1	5	359
BDFB8C75-DD2E-4BD0-8438-ADC9690BD025	[Заявление на АСП]->[Процессы]->[Удалить земельный участок]->[Проверка на статус]	{         var AppDefId = new Guid("{4F9F2AE2-7180-4850-A3F4-5FB47313BCC0}");      var AppStateDefId 	B6C34A8E-8400-49BF-B106-C19C6E02DA07	1	1	5	960
AB9B4C18-D49D-4B36-8535-186436EE00C6	[Заявление на АСП]->[Процессы]->[Удалить земельный участок]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {          var app = context.Get<Doc>("Applicatio	B6C34A8E-8400-49BF-B106-C19C6E02DA07	1	1	5	348
6B52602C-9418-4B95-A723-B95E3AA3D860	[Заявление на АСП]->[Процессы]->[Удалить земельный участок]->{Скрипт}	        {      var app = context.GetDynaDoc(context.Get<Guid>("InputDocumentId"));      var land = a	B6C34A8E-8400-49BF-B106-C19C6E02DA07	1	1	5	379
069437E8-B988-444B-8247-F43090160F31	[Заявление на АСП]->[Процессы]->[Удалить умершего члена домохозяйства]->{Заменить заявление без умершего}	{      //Required parameters      if(context["MemberId"] == null && context["CurrentApplicationState	474F9DAD-A553-415A-BD5E-7E79EFD892A3	1	1	6	4197
597C03AE-64C8-48FF-9FDB-A35909966EB8	[Заявление на АСП]->[Процессы]->[Удалить умершего члена домохозяйства]->{Прекратить или переназначить}	{      var appState = context.CurrentDocument;      var app = (Doc)context["App"];      context["App	474F9DAD-A553-415A-BD5E-7E79EFD892A3	1	1	6	264
32FB40D4-8DCC-4A6C-89C6-F1792E935211	[Заявление на АСП]->[Процессы]->[Удалить члена домохозяйства]->{Подготовка данных}	{      var docRepo = context.Documents;      Doc app = docRepo.LoadById(context.Get<Guid>("InputDocu	C43180DF-7F70-42DD-86B7-28F42DDFA928	1	1	5	511
70863554-2778-43E8-A4E6-9505586EEC63	[Заявление на АСП]->[Процессы]->[Удалить члена домохозяйства]->{Проверка на статус}	{         var AppDefId = new Guid("{4F9F2AE2-7180-4850-A3F4-5FB47313BCC0}");      var AppStateDefId 	C43180DF-7F70-42DD-86B7-28F42DDFA928	1	1	5	923
9C461CE2-1EAF-456E-A10C-82916136563E	[Заявление на АСП]->[Процессы]->[Удалить члена домохозяйства]->{Удаление документа}	{      if (context.SelectedDocumentId != null)      {          var docRepo = context.Documents;     	C43180DF-7F70-42DD-86B7-28F42DDFA928	1	1	5	1586
2DC844AC-D9A3-4CCD-BFC0-1B88FF5C5DF1	[КОН]->[Процессы расчета КОН]->[Новый расчет КОН]->{KON Calculate}	using System.Data;  public static class KONCalculate      {          private static readonly Guid in	E18C435E-C6DE-4258-9DAD-F4CCB14E3775	1	1	14	15515
85911B47-BF11-4486-B863-DA405DF070E3	[КОН]->[Процессы расчета КОН]->[Новый расчет КОН]->{Preparing for recalc fMembers}	{           var appStateDefId = new Guid("{547BBA55-2281-4388-A1FC-EE890168AC2D}");      var docRepo	E18C435E-C6DE-4258-9DAD-F4CCB14E3775	1	1	14	671
437A163E-F3A2-4C57-BFEC-4497823EE36A	[Пакет документов на АСП]->[Процессы]->[Добавить возвращенных заявлений]->{Скрипт}	{      context.SuccessFlag = false;        //using(DocRepository docRepo = new DocRepository(context	3E61A928-2AF6-44D6-A497-D01F079A8494	1	1	1	1134
97536FED-A655-4D1C-BCFA-D19CF70321C1	[Пакет документов на АСП]->[Процессы]->[Добавить номера заполненных бланков]->{Скрипт}	{      context.SuccessFlag = false;            var docRepo = context.Documents;            //var app	8DF0B395-136D-48C5-8ED1-178841E2D388	1	1	2	1961
DE0CC813-4B2B-4EE3-9BEB-8729EF447C4A	[Пакет документов на АСП]->[Процессы]->[Добавить номера испорченных бланков]->{Скрипт}	{      context.SuccessFlag = false;        //using(DocRepository docRepo = new DocRepository(context	9E280405-9D63-4327-B9EF-8C2478496621	1	1	2	463
17DD98FC-A937-4966-B787-517472C3FDA6	[Пакет документов на АСП]->[Процессы]->[Журнал регистрации ошибок]->{Скрипт}	{      var AccompanyingReport = context.CurrentDocument;      AccompanyingReport["DistrictId"] = con	B9BB0984-E1A7-4C69-B3B8-DD24164C8D80	2	1	1	185
9F4D1E26-1E52-494E-872A-749DE3B53C1B	[Пакет документов на АСП]->[Процессы]->[Журнал регистрации ошибок]->{Скрипт}	{      var townDefId = new Guid("{B70BAD68-7532-471F-A705-364FD5F1BA9E}");            if(context.Sel	B9BB0984-E1A7-4C69-B3B8-DD24164C8D80	2	1	1	556
119CEC43-1133-4CBC-9DFE-A6F8F5ADB210	[Пакет документов на АСП]->[Процессы]->[Журнал регистрации ошибок]->{Скрипт}	{           var djamoatDefId = new Guid("{967D525D-9B76-44BE-93FA-BD4639EA515A}");            if(con	B9BB0984-E1A7-4C69-B3B8-DD24164C8D80	1	1	1	560
42758885-428C-4BFD-BDAF-25B69477787C	[Пакет документов на АСП]->[Процессы]->[Отчет по просроченным пакетам заявлений]->{Скрипт}	{      var schedule = context.CurrentDocument;      schedule["LastDate"] = DateTime.Today;  }  	5A93709F-0F60-4BE1-A212-68D62AD5F3F1	1	1	2	95
752E06F4-3B6E-4E1F-A7A1-BDDE2F358C14	[Пакет документов на АСП]->[Процессы]->[Отчет по просроченным пакетам заявлений]->{Скрипт}	using System.Data;  public static class ListOfNameBenefitsProcess  {         /**********************	5A93709F-0F60-4BE1-A212-68D62AD5F3F1	1	1	2	5744
23DB4A06-FA65-4FD9-8769-6FE7DCC3BDC1	[Пакет документов на АСП]->[Процессы]->[Печать журнал регистрации ошибок в пакетах на получение АСП]->{Скрипт}	using System;  using System.IO;  using System.Drawing;  using System.Collections.Generic;  using Int	5AE1E6C4-937F-4D70-976D-083044EF2739	1	1	1	5740
EDE36E57-EB12-4BAA-89CB-07573F74FA8B	[Пакет документов на АСП]->[Процессы]->[Создать сопроводительный отчет]->{Скрипт}	{      var AccompanyingReport = context.CurrentDocument; //Сопроводительный отчет      AccompanyingR	56B51D7D-94AE-4E48-B7B3-18D8354A2EF2	4	1	1	330
7245A869-BA01-422A-BE53-687A0C26CBAF	[Пакет документов на АСП]->[Процессы]->[Создать сопроводительный отчет]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {          context["VillageId"] = context.Selecte	56B51D7D-94AE-4E48-B7B3-18D8354A2EF2	1	1	1	198
4AB59CB8-B2E8-4009-BBE4-77A152928CAB	[Пакет документов на АСП]->[Процессы]->[Создать сопроводительный отчет]->{Скрипт}	{      var townDefId = new Guid("{B70BAD68-7532-471F-A705-364FD5F1BA9E}");            if(context.Sel	56B51D7D-94AE-4E48-B7B3-18D8354A2EF2	1	1	1	555
67A3EFD3-8A21-4C47-9E72-FEC346562F67	[Пакет документов на АСП]->[Процессы]->[Создать сопроводительный отчет]->{Скрипт}	{           var djamoatDefId = new Guid("{967D525D-9B76-44BE-93FA-BD4639EA515A}");            if(con	56B51D7D-94AE-4E48-B7B3-18D8354A2EF2	1	1	1	570
9EBD734F-7C0C-4E23-A2C7-0EFB54030586	[Пакет документов на АСП]->[Процессы]->[Удалить возвращенных заявлений]->{Скрипт}	{      var ErrorLogDoc = context.GetDynaDoc(context.Get<Guid>("InputDocumentId"));//Журнал регистрац	31C56243-B8C7-46C0-83F9-F7AD0A1BD1E6	1	1	1	371
F3E221E8-ADAB-4D8F-AF22-F29FBD124E44	[Пакет документов на АСП]->[Процессы]->[Удалить возвращенных заявлений]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {          var AppError = context.Get<Doc>("Error	31C56243-B8C7-46C0-83F9-F7AD0A1BD1E6	1	1	1	301
D004887C-87A2-416A-8957-3AE5B1524B5F	[Пакет документов на АСП]->[Процессы]->[Удалить номера заполненных бланков]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {          var AppAccompanyingReport = context.Ge	C2564F92-D083-469C-95A3-063EC11107B5	1	1	2	335
F1D19A84-80F5-4A3C-B083-80F1547FDD0D	[Пакет документов на АСП]->[Процессы]->[Удалить номера заполненных бланков]->{Скрипт}	{      var AppAccompanyingReport = context.GetDynaDoc(context.Get<Guid>("InputDocumentId"));//Сопров	C2564F92-D083-469C-95A3-063EC11107B5	1	1	2	376
7DA6FCDD-83B7-4B2A-85B7-4955C5BAFE93	[Пакет документов на АСП]->[Процессы]->[Удалить номера испорченных бланков]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {          var AppAccompanyingReport = context.Ge	80D3844A-1866-4BFF-907C-AE30604D5A3A	1	1	2	335
5A3EEE95-1CC6-48A3-82F7-4984EE0C1832	[Пакет документов на АСП]->[Процессы]->[Удалить номера испорченных бланков]->{Скрипт}	{      var AppAccompanyingReport = context.GetDynaDoc(context.Get<Guid>("InputDocumentId"));//Сопров	80D3844A-1866-4BFF-907C-AE30604D5A3A	1	1	2	379
83778703-BF81-4BBA-8D44-1B32178DAA79	[Проверки]->[Процесс]->[Зарегистрировать Акт]->{Создание решения и зарегистрировать}	{      var noticeTerminationDefId = new Guid("{60CE6E64-14C4-4B76-8582-A2077C45400C}");//решение о п	2FAE0051-0CF7-42DA-8376-CB522E7A65CF	1	1	1	3531
DB5AA9F7-8911-4653-BFCB-64287887CEC6	[Проверки]->[Процесс]->[Отказать дубликатов]->{Скрипт}	{                                  var RefuseNotification = new Guid("{F7C4B029-C1CA-4D86-BF9D-0C221	57F27448-9718-406B-AF80-13E4B9EE5779	1	1	2	1912
52A6D170-DF74-4648-974A-6BFE2DA6BC3D	[Проверки]->[Процесс]->[Отмена решения о включении]->{Скрипт}	{      var completedStateId = new Guid("{81D603D0-9A19-49B8-A1D6-16CC645450D2}");      var newStateI	69892041-B878-480C-9144-561BE6B10906	1	1	1	630
7263FFC3-9620-4B81-B68A-857F1734A27F	[Проверки]->[Процесс]->[Отмена решения о прекращении]->{Скрипт}	{      var completedStateId = new Guid("{81D603D0-9A19-49B8-A1D6-16CC645450D2}");      var newStateI	4FE3BFFB-40D9-4881-A023-DE8A20C5F99F	1	1	1	1328
3ACAB9EA-D233-4664-ACEE-083E84566D24	[Проверки]->[Процесс]->[Печать акта проверки]->{Скрипт}	using System;  using System.IO;  using System.Drawing;  using System.Collections.Generic;  using Int	452D024D-3E5D-41D4-83C7-39ABAA29EA79	1	1	1	9731
9347D11D-BEAA-48C2-BE86-68FE8CE6FA7E	[Проверки]->[Процесс]->[Прекращение дубликатов]->{Скрипт}	{      var noticeTerminationDefId = new Guid("{60CE6E64-14C4-4B76-8582-A2077C45400C}");//решение о п	09868CC6-E07F-42B9-B1C1-6B2506955A1A	1	1	2	3130
E0D49AD6-FCBB-4CDF-9519-6658E5B2470A	[Проверки]->[Процесс]->[Расчет КОН из акта проверки]->{Инициализация состояния для расчета}	{      var docRepo = context.Documents;      var act = docRepo.LoadById((Guid)context["InputDocument	053313FC-1F9B-4221-B297-AA980D3D19C2	1	1	1	255
55C74599-3BA6-427C-9FA3-5384FCE01233	[Проверки]->[Процесс]->[Расчет КОН из акта проверки]->{Перезаписать акт с новым КОН}	{      var appState = context.CurrentDocument;      var ballValue = (double?)appState["BALL"] ?? 0.0	053313FC-1F9B-4221-B297-AA980D3D19C2	1	1	1	213
4BB4CB8C-5DA4-4F36-B62D-BE61C48FB587	[Проверки]->[Процесс]->[Создание акта проверки]->{Записать выбранный документ}	{      context["Application"] = context.SelectedDocumentId;  }   	6E934183-A04F-4EDC-97A3-36165F05DEBE	1	1	4	65
8CF3BB38-F3E5-4568-BCCA-5CA1314B5883	[Проверки]->[Процесс]->[Создание акта проверки]->{Записать Область,Район,Джамоат,Кишлак в состояние АСП}	{      var docRepo = context.Documents;      var appState = context.CurrentDocument;        /*appSta	6E934183-A04F-4EDC-97A3-36165F05DEBE	1	2	4	2221
3AAFA7BC-DA49-421D-9E6F-99FCA1B123A2	[Проверки]->[Процесс]->[Создание акта проверки]->{Зафиксировать акт}	{                         context["Act"] = context.CurrentDocument;  }             	6E934183-A04F-4EDC-97A3-36165F05DEBE	1	1	4	83
F1BD4C14-464C-441C-9A6A-3F5D33474DF5	[Проверки]->[Процесс]->[Создание акта проверки]->{Инициализация состояния АСП}	{      context.CurrentDocument["Application"] = context["Application"];      context.CurrentDocument	6E934183-A04F-4EDC-97A3-36165F05DEBE	1	1	4	117
086547CF-A0FB-4E2E-B412-0C2DB7F57C46	[Проверки]->[Процесс]->[Создание акта проверки]->{Инициализировать Акт}	{      var docRepo = context.Documents;      var app = docRepo.LoadById((Guid)context["Application"]	6E934183-A04F-4EDC-97A3-36165F05DEBE	2	1	4	411
6BC5BD88-3B69-4222-B2AE-84CC9E64E13F	[Проверки]->[Процесс]->[Создание акта проверки]->{проверка введенных данных}	{      if (context.Data.ErrorMessages != null)          context.Data.ErrorMessages.Clear();      var	6E934183-A04F-4EDC-97A3-36165F05DEBE	1	2	4	1546
C5D54BD9-C743-4342-ACAB-BAE54EF779BB	[Проверки]->[Процесс]->[Создание акта проверки]->{Распознать инициализатор процесса}	{      context["ProccessId"] = 0;      context["Site"] = new Guid("{F0ED7989-9075-4E06-AB79-DE6877E1	6E934183-A04F-4EDC-97A3-36165F05DEBE	1	2	4	1819
6250D751-CB6B-4C14-A940-236DE3AF230E	[Проверки]->[Процесс]->[Создание акта проверки]->{Сохранение документов}	{      var docRepo = context.Documents;      var appState = context.CurrentDocument;      var act = 	6E934183-A04F-4EDC-97A3-36165F05DEBE	1	1	4	425
FE222553-C0EF-4248-BB30-811103EF813C	[Проверки]->[Процесс]->[Утверждение решения о включении]->{Внесение изменений в документы}	{                         var changeNotificationDefId = new Guid("{8EB02856-11AA-46CF-8642-E43E0EDD7	8EA1A826-AAD6-491F-AC41-3871B374F5C2	1	1	1	2724
4FE84078-96D8-4E20-B0AD-6F5EB622CA67	[Проверки]->[Процесс]->[Утверждение решения о прекращении]->{Внесение соответствующих изменений во все связанные документы}	{                     var noticeTerminatetionDefId = new Guid("{AC364927-7182-4238-B6C9-14BACA526237	EDE8AD3B-A8ED-466C-B35C-4C49D7FD0804	1	1	1	3232
3CB67556-F754-4A53-BB7D-83BFE6765B6C	[Проверки]->[Процесс]->[Формирование журнала дубликатов]->{Подготовка атрубутов журнала}	{      context.CurrentDocument["RegistryDate"] = DateTime.Today;  }  	45932BCA-B26B-43DC-93EF-171693F23D80	1	1	1	69
0E2C7A32-457E-4A3C-82B7-FBB37EA63C69	[Проверки]->[Процесс]->[Формирование журнала дубликатов]->{Подготовка выборки зарегистрированных заявлений}	{      var appDefId = new Guid("{4F9F2AE2-7180-4850-A3F4-5FB47313BCC0}");            var registeredS	45932BCA-B26B-43DC-93EF-171693F23D80	1	1	1	532
2274B7B4-1D3B-4B03-A2E5-BE4706695304	[Проверки]->[Процесс]->[Формирование журнала дубликатов]->{Формирование журнала (члены семьи)}	{      var appDuplicateDefId = new Guid("{A59AFED9-5E86-46CB-8FCF-56F9B6DF97EC}");      var appDupli	45932BCA-B26B-43DC-93EF-171693F23D80	1	1	1	7900
EF189C7C-4069-4000-8328-079938C286CB	[Сведения о гражданине]->[Процессы]->[Базовое заявление]->{Инициализация заявления}	{      if (context.CurrentDocument != null)       {          Doc app = context.CurrentDocument;     	F6343693-4215-485C-8E7B-4D4BDDB8077C	1	2	7	903
AC5B417F-559F-4C02-81B8-848FEBED7B11	[Сведения о гражданине]->[Процессы]->[Базовое заявление]->{Результат поиска}	{      var rc = context.ReturnedContext;      var obj = rc["PersonSheetId"];      context["OblastId"	F6343693-4215-485C-8E7B-4D4BDDB8077C	1	1	7	598
54C0C868-3DBE-4B13-AC8F-110D5D01AC60	[Сведения о гражданине]->[Процессы]->[Изменить данные гражданина]->[Обработка результата]	{      context.SuccessFlag = false;      var rc = context.ReturnedContext;      if (context.Returned	7A6F6E9C-B14B-4589-B86E-38BD8BCE7F66	1	1	1	267
EFB14F03-165A-48F7-9606-32B048F315A0	[Сведения о гражданине]->[Процессы]->[Изменить данные гражданина]->[Подготовка]	{      var person = context.Documents.LoadById(context.Get<Guid>("InputDocumentId"));            if 	7A6F6E9C-B14B-4589-B86E-38BD8BCE7F66	1	1	1	273
8940E01D-D10B-4A83-811B-D87EF709351B	[Сведения о гражданине]->[Процессы]->[Изменить данные гражданина]->{Проверка корректности}	{       context.FormCaption = "";      context.ClearErrorMessages();      context.SuccessFlag = fals	7A6F6E9C-B14B-4589-B86E-38BD8BCE7F66	1	2	1	3008
79C58C1A-6538-42B7-915C-9216AE81C05A	[Сведения о гражданине]->[Процессы]->[Изменить паспортные данные гражданина]->[Обработка результата]	{      var rc = context.ReturnedContext;      if (context.ReturnedSuccessFlag)      {          var l	09E84F1B-54A3-481A-8D3A-168B3FF2D045	1	1	1	441
623693BA-531C-4EA0-87A7-2916950F5EAF	[Сведения о гражданине]->[Процессы]->[Изменить паспортные данные гражданина]->[Подготовка]	{      var person = context.Documents.LoadById(context.Get<Guid>("InputDocumentId"));            if 	09E84F1B-54A3-481A-8D3A-168B3FF2D045	1	1	1	1244
D28DA42F-8F7D-41E5-9D04-131591B447EC	[Сведения о гражданине]->[Процессы]->[Изменить паспортные данные гражданина]->{Проверка корректности и уникальности}	{       context.FormCaption = "";      context.ClearErrorMessages();      context.Message = String.E	09E84F1B-54A3-481A-8D3A-168B3FF2D045	1	2	1	6422
7603506F-A9E8-49FE-9E9D-17DADCFAA477	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->[Верификация]	{      context.SuccessFlag = false;      var fpd = (Doc) context["FirstPerson"];      var spd = cont	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	1	2	4	1268
F0E71715-E04E-429D-B435-768F32D8BEB0	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->[Подготовка создания]	{     context["NewPerson"] = context.CurrentDocument;          var raionId = context["RaionId"];    	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	2	2	4	496
38A2FB9B-D6C5-4FBC-989A-76FB49F4A97F	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->[Подготовки верификации]	{      var userInfo = context.GetUserInfo();        var qb = new QueryBuilder(PersonVerificationDefI	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	1	3	4	1878
B2A3DA9B-65C7-4247-B19B-E87D40FD8CFB	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Обработка выбора}	{     context.SuccessFlag = false;          var persons = new List<Doc>((IEnumerable<Doc>) context["	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	1	3	4	3481
19A2C755-47CD-4819-B6D7-4080E05A8B9E	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Обработка подобных данных}	{     context.SuccessFlag = false;     var rc = context.ReturnedContext;          if (rc.DocumentLis	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	1	2	4	1146
A7FE62FA-49D0-47E8-A080-D5F58E8B728E	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Обработка результата}	{     context.SuccessFlag = false;          if (context.ReturnedSuccessFlag)     {         var rc = 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	1	3	4	3016
BB3AADAF-F038-42DC-833C-59EB13BF96A3	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Подготовка создания в НРСЗ}	{      context.SuccessFlag = false;      context.SetLogFileName("PrepareAddNewPerson");      if (con	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	2	2	4	2311
5D8BC779-3217-4082-B55E-1ADA55C91B46	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Подобные данные АСИСТ}	{     var person = context.CurrentDocument;     context.ControlDatas = null;     context.DocumentLis	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	2	2	4	1584
783E9547-DD0A-49C6-906A-1CBFC7CC5375	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Присвоение ПИН}	{      context.SuccessFlag = false;      var rc = context.ReturnedContext;      if (context.Returned	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	1	1	4	527
C33C4B91-54BE-4AAA-A84B-636313B7CD5F	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Проверка корректности и уникальности}	{       context.FormCaption = "";      context.ClearErrorMessages();      context.Message = String.E	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	3	4	4	11774
59A0541A-0A2E-45E8-83A5-8F76AE5B29C3	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Сравнение с данными НРСЗ}	{      context.SuccessFlag = false;      context.ClearErrorMessages();      var rc = context.Returne	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	1	2	4	1509
F262D62B-E23A-4874-B9AE-203D61A3CC9C	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Установка результата}	{     var person = context.CurrentDocument;          if (person != null)     {         context["Pers	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	3	1	4	922
C8B0575A-55A5-4FAC-99C6-7FE82DBB539A	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Установка результата}	{     context["PersonSheetId"] = context.SelectedDocumentId;     context.SuccessFlag = true; } 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	2	1	4	95
8D15CA33-D226-4FE4-A006-DDA6DF871770	[Сведения о гражданине]->[Процессы]->[Новый поиск гражданина]->{Установка фильтра}	{     context.FilterDocument = context.CurrentDocument; } 	C1B646DD-BD09-42C9-8D5E-EB7653D71A6C	1	1	4	58
058A112F-7B4C-420C-A0B2-8C60F402E949	[Сведения о гражданине]->[Процессы]->[Поиск гражданина]->{Проверка и форматирование данных}	{       var person = context.CurrentDocument;      var s = person["Last_Name"];      context.Message	213AED9D-94C1-40A2-ADB7-8B79EBFFD19C	1	4	1	7283
D9F84412-5C29-41A2-B85B-C24C2347C757	[Сведения о гражданине]->[Процессы]->[Поиск гражданина]->{Скрипт}	{   //   context.CurrentDocument["PassportSeries"] = "А";  }  	213AED9D-94C1-40A2-ADB7-8B79EBFFD19C	1	1	1	62
3F1B13E5-3CC0-4095-AA86-89B2F4337958	[Сведения о гражданине]->[Процессы]->[Поиск гражданина]->{Установка результата}	{      context["PersonSheetId"] = context.SelectedDocumentId;       context.SuccessFlag = true;  }  	213AED9D-94C1-40A2-ADB7-8B79EBFFD19C	2	1	1	121
B91BD4D1-E92C-493D-9BA6-B1E1022B68A0	[Сведения о гражданине]->[Процессы]->[Поиск гражданина]->{Установка результата}	 {      var person = context.CurrentDocument;            if (person != null)      {          context	213AED9D-94C1-40A2-ADB7-8B79EBFFD19C	1	1	1	947
11B0F454-1822-4DD9-8363-711A275AAF92	[Сведения о гражданине]->[Процессы]->[Поиск гражданина]->{Установка фильтра выборки}	{      context.FilterDocument = context.CurrentDocument;  }  	213AED9D-94C1-40A2-ADB7-8B79EBFFD19C	1	1	1	61
754B9739-6D76-456E-8C82-704DD9E69A2E	[Сведения о гражданине]->[Процессы]->[Поиск и исправление дубликатов]->[Заменить дубликат]	{      var originalId = (Guid) context.CurrentDocument["Original"];      var duplicateId = (Guid) co	1F3AB7A0-C7DA-4783-ABD6-D56958BDDF3E	1	1	1	410
0839E10D-3A06-403F-8A95-1F71EACF5255	[Сведения о гражданине]->[Процессы]->[Поиск и исправление дубликатов]->[Заменить оригинал]	{      var originalId = (Guid) context.CurrentDocument["Original"];      var duplicateId = (Guid) co	1F3AB7A0-C7DA-4783-ABD6-D56958BDDF3E	1	1	1	409
95E56C43-767F-4019-89BA-4EA6A34901D3	[Сведения о гражданине]->[Процессы]->[Поиск и исправление дубликатов]->[Подготовка формы дубликатов]	{      if (context.SelectedDocumentId == (Guid) context["OriginalId"])      {          throw new App	1F3AB7A0-C7DA-4783-ABD6-D56958BDDF3E	1	1	1	299
DE867D4F-3D2E-434A-B5F0-6F0FD384098E	[Сведения о гражданине]->[Процессы]->[Поиск и исправление дубликатов]->[Сохранить оригинал]	{      context["OriginalId"] = context.SelectedDocumentId;  }  	1F3AB7A0-C7DA-4783-ABD6-D56958BDDF3E	1	1	1	63
FE068F61-DF98-4314-A32D-F96B7FDBF617	[Сведения о гражданине]->[Процессы]->[Поиск и исправление дубликатов]->[Установка фильтра]	{      context.FilterDocument = context.CurrentDocument;  }  	1F3AB7A0-C7DA-4783-ABD6-D56958BDDF3E	1	1	1	61
ABA48CEE-06F1-4867-B0AC-A00AAC7626A1	[Системные объекты]->[Процессы]->[Добавить область видимости организации]->{Скрипт}	{      context.SuccessFlag = false;      context.Message = String.Empty;            var orgVis = con	ABAE5C59-4CBD-4192-B7CF-9CB27AC210D7	1	3	1	1069
5A6F5B56-AB96-4FE3-BA70-9BA93A253628	[Системные объекты]->[Процессы]->[Добавить область видимости пользователя]->{Скрипт}	{      context.SuccessFlag = false;      context.Message = String.Empty;            var userVis = co	1E0BF5A1-774B-4070-B050-25FE090107F1	1	3	1	1067
0109BF6D-C72D-4B80-A2B4-7CEFBFEFCFF4	[Социальные карточки]->[Процессы]->[Журнал повторной печати социальной карточки]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {      var docRepo = context.Documents;      var 	319BF21C-207E-4589-98A3-E03CEF3455A0	1	1	1	415
279DD052-3D19-47BF-BD19-D22D80734206	[Социальные карточки]->[Процессы]->[Сформировать СК]->[Формирование]	{      var district = context.CurrentDocument["District"];      if (district == null)          throw	51D8B888-3DEF-4AEB-B5CD-E594F94559DF	1	1	1	1726
4639D8AA-C480-40C0-A351-7E7B3DD84555	[Социальные карточки]->[Процессы]->[Экспорт СоцКарточек в CSV]->[Скрипт]	{      var district = context.CurrentDocument["District"];      if (district == null)          throw	06A45CE5-768A-4AB9-833B-52562D9236E1	1	1	1	8661
426E277F-2890-4322-A485-E6284FD8CE16	[Справки]->[Процессы]->[Печать справки о выплате пособии на погребение]->[Скрипт]	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	55FEABE4-FB4B-4683-88D5-238FAC63FBF8	1	1	2	5224
5753BDE7-C211-4DB2-903B-D2E06E6D2859	[Справки]->[Процессы]->[Печать справки о переназначении другому члену семьи после смерти главы домохозяйства]->{Скрипт}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	71171E2C-C738-45BD-BE6E-CB5AF985EC84	1	1	1	5905
9C524B6A-E54C-46A0-B38C-17E8147632BB	[Справки]->[Процессы]->[Печать справки о статусе малообеспеченной семьи]->{Формирование запроса}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	98B1074D-331B-450D-B982-94DF6A4D0E76	1	1	1	4044
0887D08B-0D8E-40CB-BED7-3BE79BC01D9E	[Справки]->[Процессы]->[Справка о выплате пособии на погребение]->[Скрипт]	{                if(context.SelectedDocumentId == null) throw new Exception("Гражданин не выбран!");	F310086A-3F1F-492F-B8BA-1B3DF99F8F84	1	1	1	212
CC439704-F9E9-497F-9327-F481577D9F1B	[Справки]->[Процессы]->[Справка о выплате пособии на погребение]->[Формирование запрос]	{                    if(context.SelectedDocumentId != null)      {          CheckForExisting(context	F310086A-3F1F-492F-B8BA-1B3DF99F8F84	1	1	1	3837
E3651892-DF31-4484-A4B0-FD4E0253F275	[Справки]->[Процессы]->[Справка о переназначении другому члену семьи после смерти главы домохозяйства]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {      var docRepo = context.Documents;      var 	0DC22E4C-A750-4A29-B6C8-A1B96ACB768F	1	1	1	2380
